ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual,z_score,anomaly
2022.0,256.0,samsung,6.4,oled,3.2,6.0,2.5,186.0,1080.0,2400.0,5000.0,1040.681818181818,273.57,273.57,0.19960866464350155,1
2024.0,256.0,samsung,6.6,amoled,2.2,6.0,1.02,240.0,1920.0,1080.0,5000.0,37.906976744186046,303.36,229.0,0.0035201642904162164,1
2024.0,256.0,doogee,6.56,lcd,1.6,20.0,2.57,254.42,1080.0,2400.0,5150.0,14.285714285714285,239.99,169.99,-0.2560980184745729,1
2024.0,128.0,xiaomi,6.79,lcd,2.0,4.0,0.82,400.0,1080.0,2400.0,5000.0,20.243902439024392,101.93,101.93,-0.5555322418093495,1
2024.0,128.0,oscal,6.75,lcd,2.0,8.0,0.91,214.0,1280.0,720.0,6000.0,7.173913043478262,239.99,99.99,-0.564067393047514,1
2024.0,256.0,xiaomi,6.67,amoled,3.1,8.0,2.57,254.42,707.0,384.0,5000.0,1.1904761904761905,199.99,237.0,0.03871666424160946,1
2024.0,128.0,panasonic,5.0,lcd,1.2,1.0,60.0,290.0,400.0,240.0,1.0,29.72972972972973,569.99,52.7,-0.7721227033840048,-1
2024.0,256.0,samsung,6.6,superamoled,2.6,12.0,0.76,195.0,1080.0,2400.0,4500.0,153.48837209302326,519.99,499.99,1.1957576045121485,1
2024.0,256.0,oukitel,6.6,lcd,2.0,24.0,1.49,360.0,1920.0,1080.0,11000.0,90.88888888888889,199.99,325.99,0.43023373057369535,1
2024.0,256.0,asus,5.9,amoled,3.2,8.0,28.0,172.0,2400.0,1080.0,4300.0,48.44444444444444,699.99,599.0,1.6313582870331038,-1
2024.0,256.0,motorola,6.67,amoled,3.4,12.0,0.76,160.0,1080.0,2400.0,5000.0,602.8888888888889,299.0,289.73,0.270705594544912,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,12.0,1.0,500.0,2712.0,1220.0,5000.0,70.22727272727272,329.3,260.0,0.13990660160129004,1
2024.0,256.0,oppo,6.7,lcd,8.0,8.0,0.77,186.0,1604.0,720.0,5100.0,66.22222222222223,179.0,169.0,-0.26045358534353313,1
2024.0,512.0,samsung,6.7,amoled,3.1,12.0,2.57,254.42,1080.0,2400.0,4000.0,1.2,1089.0,1089.0,3.78714390904369,1
2022.0,128.0,xiaomi,0.39,lcd,15.8,6.0,5.0,400.0,1334.0,720.0,5000.0,1.5789473684210529,152.65,131.45,-0.42565715698944645,-1
2024.0,256.0,apple,6.1,oled,2.4,8.0,2.57,254.42,1080.0,2400.0,3000.0,3198.285714285714,499.99,308.7,0.3541652950541789,1
2024.0,256.0,oppo,2.63,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.0416666666666667,499.99,209.0,-0.0844710855875669,1
2024.0,256.0,samsung,6.2,amoled,3.4,8.0,0.79,169.0,1080.0,2400.0,4000.0,2.619047619047619,301.99,301.99,0.3246442307201156,1
2025.0,64.0,oscal,6.56,lcd,4.3,4.0,2.57,254.42,1080.0,2400.0,5000.0,18.18181818181818,329.99,79.99,-0.652058642925497,1
2024.0,64.0,oukitel,6.6,lcd,1.6,8.0,2.57,254.42,720.0,1612.0,4300.0,195.3658536585366,239.99,99.99,-0.564067393047514,1
2024.0,128.0,motorola,6.6,lcd,2.0,6.0,0.8,370.0,2400.0,1080.0,5000.0,3.414634146341464,199.99,229.0,0.0035201642904162164,1
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,6.0,500.0,2340.0,1080.0,5000.0,9.11111111111111,216.93,191.0,-0.1636632104777517,1
2023.0,512.0,cubot,6.58,ips,2.0,8.0,1.0,217.0,2160.0,1080.0,5200.0,53.888888888888886,179.95,149.99,-0.34408926835255604,1
2023.0,256.0,doogee,4.5,amoled,2.2,8.0,1.27,155.0,960.0,540.0,3000.0,2.5641025641025643,165.99,165.99,-0.27369626845016953,1
2025.0,64.0,xgody,5.5,lcd,1.5,16.0,2.57,254.42,1080.0,2400.0,2850.0,2.0,329.99,64.99,-0.7180520803339844,1
2024.0,256.0,xiaomi,6.67,amoled,2.6,12.0,2.57,254.42,2560.0,1440.0,5000.0,1.6666666666666663,499.99,589.95,1.5915422464633167,1
2024.0,128.0,qrzrq,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,2900.0,81.875,199.99,52.99,-0.770846830260774,1
2024.0,128.0,cuifati,2.5,lcd,1.2,16.0,2.57,254.42,320.0,240.0,1000.0,1.3333333333333333,199.99,48.42,-0.7909528308578934,1
2024.0,256.0,xiaomi,6.67,oled,3.1,8.0,8.2,600.0,1080.0,2400.0,5000.0,1.5,247.59,237.78,0.042148322986850804,1
2024.0,256.0,vivo,6.67,amoled,3.1,8.0,0.78,185.5,1920.0,1080.0,5000.0,12.325581395348838,199.99,229.0,0.0035201642904162164,1
2024.0,128.0,luqeeg,5.0,lcd,2.1,32.0,2.57,254.42,1080.0,2400.0,2200.0,20.571428571428573,56.56,56.56,-0.7551403921575541,1
2024.0,64.0,oukitel,6.0,lcd,1.6,16.0,1.5,290.0,576.0,1152.0,6300.0,41.05263157894737,129.99,109.99,-0.5200717681085223,1
2022.0,256.0,honor,6.78,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5300.0,0.6521739130434783,199.99,229.0,0.0035201642904162164,1
2024.0,128.0,hammer h,6.5,amoled,3.0,6.0,2.0,280.0,1920.0,1080.0,6150.0,10.0,221.81,221.81,-0.028112690040718702,1
2024.0,128.0,sorandy,5.5,lcd,16.3,1.0,2.57,254.42,1080.0,2400.0,5000.0,6.551724137931035,115.52,115.52,-0.49574218751725996,1
2024.0,128.0,bewinner,2.5,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,5000.0,3.333333333333333,499.99,112.78,-0.5077969887505436,1
2024.0,128.0,umidigi,6.75,lcd,1.6,4.0,0.79,189.0,1600.0,720.0,5000.0,96.66666666666666,499.99,124.99,-0.45407833070003495,1
2024.0,256.0,realme,6.72,lcd,2.9,8.0,7.0,180.0,1080.0,2400.0,5000.0,58.33333333333333,192.37,192.37,-0.15763580986110984,1
2024.0,512.0,nubia,6.8,amoled,3.0,16.0,0.88,246.0,1080.0,2400.0,6000.0,26.153846153846157,839.0,839.0,2.687253285568901,1
2024.0,256.0,xiaomi,6.67,amoled,2.6,4.0,2.57,254.42,2400.0,1080.0,5000.0,243.40909090909088,559.73,559.73,1.458587467897684,1
2024.0,256.0,oppo,6.7,amoled,2.4,8.0,0.77,500.0,2400.0,1080.0,5000.0,17.619047619047617,1579.0,1579.0,5.942929531054276,-1
2024.0,128.0,ulefone,6.75,amoled,2.0,8.0,0.91,217.0,1080.0,2400.0,6000.0,0.9523809523809524,329.99,135.99,-0.4056831432671442,1
2024.0,256.0,xiaomi,6.43,lcd,12.3,6.0,60.0,179.0,1080.0,2340.0,5000.0,3821.590909090909,156.99,156.99,-0.31329233089526193,-1
2021.0,128.0,xiaomi,6.52,amoled,16.4,2.0,2.57,254.42,1080.0,2400.0,5000.0,6.19047619047619,199.99,129.52,-0.4341483126026717,1
2024.0,256.0,samsung,6.7,amoled,3.1,12.0,2.57,254.42,1080.0,2400.0,5000.0,182.72727272727272,1159.0,1159.0,4.095113283616631,1
2024.0,256.0,realme,6.78,amoled,3.2,12.0,0.86,500.0,1080.0,2400.0,5000.0,0.6666666666666666,488.79,488.79,1.1464825045804778,1
2024.0,256.0,oukitel,6.52,lcd,2.0,12.0,1.71,680.0,720.0,1600.0,10600.0,15.121951219512196,199.99,169.99,-0.2560980184745729,1
2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,320.0,240.0,1600.0,3.91304347826087,69.9,59.99,-0.74004989280348,1
2024.0,128.0,xiaomi,6.88,lcd,8.0,8.0,2.57,254.42,1640.0,720.0,5160.0,4.468085106382978,131.57,123.19,-0.46199754318905345,1
2024.0,512.0,realme,6.67,lcd,2.6,12.0,2.57,254.42,1080.0,2400.0,5000.0,0.6,199.99,270.33,0.18535408216326824,1
2024.0,128.0,oukitel,2.36,lcd,2.0,4.0,1.54,580.0,720.0,1440.0,6300.0,279.5238095238095,146.99,118.99,-0.4804757056634299,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,0.8,188.5,1080.0,2400.0,5000.0,379.30232558139534,549.0,165.29,-0.276775962195899,1
2024.0,128.0,oukitel,6.52,lcd,32.3,16.0,2.57,254.42,576.0,1280.0,4300.0,67.67441860465117,119.99,89.99,-0.6080630179865055,1
2024.0,512.0,samsung,6.7,lcd,2.7,8.0,2.57,254.42,1080.0,2400.0,3700.0,21.0,199.99,1329.0,4.843038907579487,1
2024.0,128.0,hyrich,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,88.92857142857143,199.99,55.99,-0.7576481427790767,1
2024.0,256.0,xiaomi,6.67,amoled,2.0,8.0,0.79,188.0,1220.0,2712.0,5000.0,59.77272727272727,286.09,224.35,-0.016937801306214882,1
2024.0,256.0,doogee,6.56,lcd,3.1,20.0,2.07,269.0,720.0,1612.0,15500.0,3.1818181818181817,289.99,229.99,0.00787573115937642,1
2024.0,256.0,oukitel,6.52,lcd,3.0,24.0,2.57,254.42,1080.0,2400.0,10600.0,9.02439024390244,199.99,209.99,-0.08011551871860668,1
2019.0,256.0,apple,6.7,oled,2.9,12.0,0.05,436.0,1080.0,2400.0,16.0,17.77777777777778,549.0,685.0,2.0097206615084313,-1
2024.0,128.0,ulefone,6.75,amoled,2.0,8.0,0.91,217.0,1080.0,2400.0,6000.0,0.9523809523809524,329.99,135.99,-0.4056831432671442,1
2024.0,128.0,samsung,6.67,amoled,2.4,6.0,2.57,254.42,1080.0,2340.0,5000.0,235.3658536585366,499.99,254.9,0.11746883288240437,1
2013.0,256.0,doogee,6.58,lcd,2.0,12.0,5.7,390.0,1080.0,2408.0,10800.0,14.5,209.99,199.49,-0.12631092490454782,-1
2024.0,128.0,xiaomi,6.88,lcd,60.0,4.0,2.57,254.42,2340.0,1080.0,5160.0,52.38095238095238,179.9,118.89,-0.4809156619128198,-1
2024.0,128.0,google,6.3,amoled,3.0,8.0,0.9,190.0,1080.0,2400.0,5000.0,109.02439024390245,199.99,999.0,3.391183284592766,1
2024.0,256.0,realme,6.78,amoled,3.0,12.0,2.57,254.42,1080.0,2340.0,6000.0,18.22222222222222,499.99,719.41,2.161109606923501,1
2023.0,128.0,xiaomi,6.74,lcd,2.0,4.0,2.57,254.42,1650.0,720.0,5000.0,47.906976744186046,131.79,122.49,-0.46507723693478287,1
2024.0,128.0,hotwav,6.52,oled,2.4,4.0,1.3,300.0,1080.0,2400.0,6280.0,18.04878048780488,499.99,119.99,-0.47607614316953073,1
2025.0,256.0,doogee,6.72,lcd,2.2,32.0,1.6,364.0,1080.0,2400.0,10100.0,49.30232558139535,379.99,299.99,0.3158451057323173,1
2024.0,512.0,8849,6.79,lcd,3.1,32.0,3.1,696.0,1080.0,2246.0,23800.0,25.27777777777778,199.99,749.99,2.2956482279869372,-1
2024.0,512.0,honor,6.78,oled,2.6,12.0,2.57,254.42,2700.0,1224.0,5000.0,19.33333333333333,199.99,529.0,1.323388912460163,1
2024.0,256.0,apple,6.1,xdr,2.5,12.0,2.57,254.42,1080.0,2400.0,2815.0,81.89189189189189,499.99,470.0,1.0638147253201127,1
2024.0,128.0,honor,6.57,amoled,2.4,6.0,7.78,175.0,1080.0,2400.0,4300.0,64.65116279069768,339.0,339.0,0.4874720386193233,1
2024.0,256.0,realme,6.7,amoled,2.6,8.0,4.0,200.0,1080.0,2400.0,5000.0,43.80952380952381,359.99,225.99,-0.009722518816220202,1
2024.0,128.0,samsung,6.7,amoled,2.8,8.0,0.78,304.0,1080.0,2400.0,4800.0,11.666666666666666,399.99,389.0,0.7074501633142811,1
2024.0,256.0,doogee,6.56,lcd,14.1,16.0,2.57,254.42,720.0,1612.0,5150.0,7.857142857142857,199.99,149.99,-0.34408926835255604,1
2025.0,256.0,doogee,6.6,lcd,2.8,8.0,1.58,362.0,1080.0,2400.0,10300.0,16.363636363636363,219.99,169.99,-0.2560980184745729,1
2023.0,128.0,oukitel,6.56,lcd,17.9,12.0,0.92,199.0,1280.0,720.0,5150.0,442.1951219512196,119.99,109.99,-0.5200717681085223,1
2024.0,256.0,nubia,6.9,oled,2.4,8.0,0.7,209.0,2790.0,1188.0,3290.0,6.96969696969697,199.99,499.0,1.1914020376431884,1
2024.0,256.0,doogee,6.52,lcd,1.6,4.0,0.91,193.0,720.0,1600.0,20.0,83.82352941176471,199.99,89.99,-0.6080630179865055,1
2024.0,256.0,samsung,6.67,superamoled,3.0,8.0,2.57,254.42,2560.0,1440.0,5000.0,13.428571428571429,499.0,379.0,0.6634545383752896,1
2024.0,256.0,honor,6.7,amoled,3.0,8.0,2.57,254.42,2412.0,1080.0,4500.0,1.351351351351351,499.99,207.0,-0.0932702105753652,1
2025.0,256.0,xiaomi,6.67,amoled,2.5,8.0,0.84,190.0,1500.0,750.0,5110.0,0.4444444444444444,243.74,236.7,0.03739679549343966,1
2024.0,128.0,oukitel,6.52,lcd,32.3,16.0,2.57,254.42,1280.0,720.0,4300.0,67.67441860465117,119.99,89.99,-0.6080630179865055,1
2024.0,256.0,google,6.7,amoled,3.1,12.0,0.85,210.0,2560.0,1440.0,5060.0,101.6279069767442,1299.0,1079.0,3.7431482841046986,-1
2024.0,256.0,motorola,6.67,amoled,3.1,8.0,11.42,340.0,1080.0,2160.0,5000.0,20.97560975609756,249.0,249.0,0.09151141416839932,1
2025.0,64.0,xgody,5.5,lcd,1.5,16.0,2.57,254.42,1080.0,2400.0,2850.0,2.0,64.99,64.99,-0.7180520803339844,1
2024.0,256.0,realme,6.4,lcd,2.0,8.0,4.0,370.0,1600.0,720.0,5000.0,36.75,199.99,129.97,-0.4321685094804172,1
2024.0,256.0,honor,6.78,amoled,2.4,8.0,2.57,254.42,2652.0,1200.0,5300.0,9.30232558139535,229.9,229.9,0.007479770534925481,1
2024.0,256.0,oscal,6.56,lcd,2.2,8.0,0.87,193.0,1280.0,720.0,5000.0,5.9523809523809526,399.0,199.99,-0.12411114365759825,1
2025.0,256.0,blackview,6.67,lcd,3.0,18.0,2.57,254.42,1080.0,2400.0,15000.0,7.777777777777778,199.99,209.99,-0.08011551871860668,1
2024.0,512.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,1080.0,2400.0,6000.0,58.83720930232558,429.9,399.99,0.7558013551222329,1
2024.0,128.0,google,6.1,amoled,3.2,8.0,0.89,187.0,1080.0,2400.0,4404.0,225.7142857142857,549.0,399.0,0.7514457882532727,1
2019.0,256.0,oppo,6.55,amoled,1.0,12.0,2.57,254.42,1080.0,1920.0,5000.0,0.6,191.0,191.0,-0.1636632104777517,1
2024.0,256.0,motorola,6.67,oled,2.9,12.0,0.86,197.0,2400.0,1080.0,4600.0,25.0,549.0,941.99,3.140364226815575,1
2024.0,128.0,oscal,6.52,lcd,1.6,4.0,0.93,192.0,1280.0,720.0,4700.0,47.27272727272727,89.99,89.99,-0.6080630179865055,1
2024.0,64.0,motorola,6.56,lcd,2.9,4.0,2.57,254.42,1600.0,720.0,5000.0,21.25,109.0,69.0,-0.7004098347334486,1
2024.0,128.0,doogee,6.56,lcd,1.6,9.0,0.86,186.0,720.0,1600.0,5150.0,14.871794871794872,129.99,89.99,-0.6080630179865055,1
2024.0,256.0,doogee,6.56,lcd,16.3,4.0,0.86,186.0,1080.0,2400.0,5150.0,8.666666666666666,149.99,119.99,-0.47607614316953073,1
2023.0,64.0,zokoe,3.0,lcd,1.3,3.0,1.25,84.0,480.0,854.0,3.0,22.35294117647059,499.99,79.99,-0.652058642925497,1
2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,1500.0,750.0,5000.0,2.619047619047619,349.9,299.9,0.31544914510786626,1
2024.0,256.0,oppo,6.7,lcd,1.0,8.0,0.77,186.0,1280.0,720.0,5100.0,18.857142857142858,249.0,229.0,0.0035201642904162164,1
2024.0,128.0,shieldon,6.3,lcd,0.5,32.0,1.7,85.0,1080.0,2400.0,800.0,6.511627906976744,37.99,37.99,-0.8368402676692615,1
2024.0,128.0,samsung,2.64,lcd,2.8,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,199.0,179.0,-0.21645796040454157,1
2024.0,128.0,google,6.1,amoled,3.1,8.0,0.9,194.0,1080.0,2400.0,5000.0,242.43902439024396,199.99,259.0,0.13550703910739087,1
2024.0,128.0,ulefone,6.56,lcd,4.3,6.0,0.86,192.0,1280.0,1080.0,5000.0,10.930232558139537,399.0,79.99,-0.652058642925497,1
2022.0,128.0,blackview,6.5,amoled,2.0,8.0,0.9,184.0,1080.0,2400.0,5180.0,16.82926829268293,199.99,119.99,-0.47607614316953073,1
2025.0,256.0,xiaomi,6.67,amoled,2.9,8.0,2.57,254.42,1080.0,2400.0,5500.0,2.0408163265306123,186.0,175.88,-0.23018459538550695,1
2024.0,256.0,orico,6.67,amoled,3.1,8.0,1.1,53.0,1080.0,2400.0,5000.0,37.44186046511628,129.99,229.99,0.00787573115937642,1
2024.0,512.0,doogee,6.78,lcd,2.5,12.0,1.58,383.0,1080.0,2400.0,8680.0,7.083333333333334,569.99,399.99,0.7558013551222329,1
2024.0,128.0,oukitel,6.52,lcd,1.6,127.0,0.9,460.0,1520.0,720.0,4300.0,66.59090909090908,99.99,79.99,-0.652058642925497,-1
2024.0,128.0,doogee,5.58,lcd,1.8,8.0,2.57,254.42,1440.0,720.0,6300.0,55.8974358974359,149.99,118.99,-0.4804757056634299,1
2023.0,256.0,motorola,6.5,lcd,2.2,8.0,0.8,174.0,1080.0,2400.0,5000.0,281.55555555555554,199.99,174.0,-0.23845577287403733,1
2024.0,128.0,cubot,6.56,lcd,14.1,16.0,1.28,268.0,720.0,1612.0,5100.0,17.94871794871795,159.99,149.99,-0.34408926835255604,1
2024.0,512.0,8849pro,6.79,lcd,3.0,18.0,2.57,254.42,1920.0,1080.0,23800.0,1.0416666666666667,199.99,859.99,2.7796001023158445,-1
2024.0,128.0,apple,5.4,oled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1874.2857142857144,499.99,259.0,0.13550703910739087,1
2018.0,128.0,apple,6.1,xdr,3.2,6.0,2.57,254.42,1080.0,2400.0,2815.0,352.85714285714283,499.99,370.0,0.6238584759301972,1
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,2.57,254.42,2400.0,1080.0,5000.0,209.7674418604651,1299.0,193.34,-0.15336823424202764,1
2024.0,256.0,ulefone,6.78,lcd,2.0,12.0,0.88,211.6,1080.0,2460.0,19.0,17.692307692307693,249.99,179.99,-0.21210239353558136,1
2025.0,256.0,oscal,6.56,lcd,3.0,8.0,0.87,193.0,1080.0,2400.0,5000.0,5.9523809523809526,329.99,199.99,-0.12411114365759825,1
2024.0,256.0,honor,6.7,lcd,2.2,8.0,28.0,179.0,1080.0,2388.0,4500.0,114.04761904761904,299.0,199.4,-0.12670688552899875,1
2024.0,256.0,samsung,6.3,amoled,2.9,12.0,2.57,254.42,1440.0,3200.0,4000.0,1.2,969.0,969.0,3.2591964097757913,-1
2024.0,512.0,honor,6.7,oled,3.0,12.0,2.57,254.42,1080.0,2400.0,5200.0,1.2,199.99,375.0,0.6458562883996929,1
2024.0,512.0,xiaomi,6.67,amoled,0.0,12.0,2.57,254.42,1920.0,1080.0,5000.0,106.9047619047619,199.99,199.9,-0.12450710428204918,1
2024.0,256.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,2560.0,1440.0,5000.0,122.72727272727272,199.99,469.0,1.0594151628262136,1
2024.0,128.0,samsung,6.7,amoled,1.8,4.0,1.2,270.0,720.0,1600.0,3600.0,10.714285714285714,149.99,134.9,-0.4104786663854943,1
2024.0,512.0,asus,6.78,amoled,3.2,16.0,0.91,225.0,2400.0,1080.0,5500.0,28.5,1229.99,976.6,3.292633084729425,-1
2025.0,256.0,doogee,6.56,lcd,2.4,16.0,6.0,343.0,1920.0,1080.0,10400.0,13.77777777777778,329.99,319.99,0.4038363556103004,1
2024.0,128.0,samsung,6.5,superamoled,2.3,6.0,0.84,187.0,1080.0,2400.0,4500.0,1287.0454545454545,349.0,278.99,0.22345429336043504,1
2025.0,128.0,oukitel,6.67,lcd,1.6,16.0,0.87,199.0,720.0,1600.0,5150.0,20.232558139534884,199.99,99.99,-0.564067393047514,1
2024.0,128.0,gegong,5.8,lcd,0.5,4.0,2.57,254.42,1920.0,1080.0,4000.0,7.6,36.99,36.99,-0.8412398301631606,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,12.0,2.57,254.42,1080.0,2400.0,5100.0,592.2222222222222,199.99,286.83,0.2579468633126043,1
2024.0,512.0,xiaomi,6.67,amoled,2.9,12.0,6.0,520.0,1080.0,2400.0,5000.0,17.857142857142858,313.61,191.0,-0.1636632104777517,1
2024.0,256.0,xiaomi,6.6,lcd,3.0,8.0,2.57,254.42,2400.0,1080.0,5000.0,645.9090909090909,233.17,209.0,-0.0844710855875669,1
2024.0,128.0,xiaomi,6.56,lcd,2.0,4.0,0.82,198.5,2460.0,1080.0,5000.0,331.1904761904762,108.95,101.0,-0.5596238349286757,1
2024.0,256.0,apple,6.1,xdr,2.5,12.0,2.57,254.42,1080.0,2400.0,2815.0,302.7027027027027,499.99,473.0,1.07701341280181,1
2021.0,64.0,xiaomi,6.58,lcd,2.2,4.0,2.57,254.42,1080.0,2400.0,5000.0,0.4444444444444444,193.95,193.95,-0.15068450112074924,1
2023.0,256.0,xiaomi,6.74,lcd,14.9,8.0,2.57,254.42,1080.0,2400.0,5000.0,184.88372093023256,179.0,138.27,-0.3956521407810541,1
2023.0,128.0,ulefone,5.45,amoled,2.0,3.0,1.43,257.0,720.0,1440.0,4860.0,15.952380952380953,199.99,119.99,-0.47607614316953073,1
2024.0,128.0,motorola,6.6,lcd,17.2,6.0,0.8,380.0,2400.0,1080.0,5000.0,3.414634146341464,329.99,113.69,-0.5037933868810954,1
2024.0,64.0,oukitel,6.6,lcd,21.8,8.0,2.57,254.42,1080.0,2400.0,4300.0,195.3658536585366,569.99,99.99,-0.564067393047514,1
2024.0,256.0,xiaomi,6.88,lcd,19.4,8.0,0.82,200.0,720.0,1640.0,18.0,26.22222222222222,122.22,106.0,-0.5376260224591799,1
2024.0,128.0,oukitel,6.52,lcd,1.6,16.0,1.74,370.0,1280.0,576.0,10600.0,72.14285714285714,199.99,159.99,-0.3000936434135645,1
2024.0,256.0,xiaomi,6.67,amoled,1.2,8.0,2.57,254.42,1920.0,1080.0,5030.0,1.5217391304347827,145.99,145.99,-0.36168751832815266,1
2024.0,256.0,blackview,6.78,lcd,2.2,16.0,2.57,254.42,2560.0,1440.0,5000.0,26.58536585365854,199.99,159.99,-0.3000936434135645,1
2024.0,128.0,umidigi,6.53,lcd,2.0,6.0,1.29,510.0,1080.0,1920.0,6000.0,57.36842105263158,169.99,149.99,-0.34408926835255604,1
2024.0,128.0,dpofirs,6.7,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,4000.0,1.1904761904761905,549.0,226.42,-0.00783070694384366,1
2024.0,128.0,umidigi,6.7,lcd,2.8,16.0,0.8,195.0,1080.0,2400.0,5000.0,101.05263157894736,146.99,179.99,-0.21210239353558136,1
2024.0,512.0,xiaomi,6.67,amoled,2.8,12.0,2.57,254.42,1080.0,2400.0,5000.0,465.7142857142857,499.0,478.67,1.1019589321422185,1
2025.0,128.0,blackview,6.56,lcd,33.2,12.0,2.57,254.42,1080.0,2400.0,5000.0,76.27906976744187,109.99,89.0,-0.6124185848554655,1
2017.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1280.0,720.0,3000.0,65.66666666666667,149.99,55.99,-0.7576481427790767,1
2023.0,128.0,xiaomi,6.58,amoled,17.1,4.0,8.9,150.0,2048.0,1080.0,3600.0,11.052631578947368,134.89,114.0,-0.5024295225079867,1
2023.0,256.0,xiaomi,6.74,amoled,2.0,8.0,1.27,400.0,1080.0,2400.0,5000.0,337.7272727272727,124.99,119.99,-0.47607614316953073,1
