ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual,z_score,anomaly
2024.0,256.0,motorola,6.5,lcd,2.4,8.0,28.0,181.0,1080.0,2400.0,5000.0,189.53488372093025,499.99,194.99,-0.14610895612709401,1
2024.0,64.0,oukitel,6.6,lcd,4.3,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181817,99.99,79.99,-0.652058642925497,1
2024.0,256.0,vivo,6.67,amoled,2.2,8.0,0.78,188.0,2400.0,1080.0,5000.0,51.42857142857142,329.0,299.0,0.3114895388633571,1
2022.0,256.0,samsung,6.1,amoled,2.5,8.0,2.57,254.42,2400.0,1080.0,3700.0,42.14285714285714,499.99,449.99,0.9757794798171906,1
2024.0,256.0,cubot,6.95,lcd,3.1,24.0,2.57,254.42,1080.0,2460.0,5100.0,10.0,199.99,329.99,0.44783198054929196,1
2024.0,64.0,blackview,6.56,lcd,4.3,6.0,2.57,254.42,720.0,1612.0,18.0,56.04651162790698,199.99,80.99,-0.6476590804315979,1
2024.0,256.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,1440.0,2560.0,5100.0,1273.4883720930234,329.9,329.9,0.4474360199248409,1
2024.0,256.0,vivo,6.67,amoled,2.4,8.0,0.78,191.0,1080.0,1920.0,5000.0,12.325581395348838,199.99,229.0,0.0035201642904162164,1
2024.0,128.0,joyzap,3.0,lcd,1.3,2.0,1.26,137.0,360.0,640.0,900.0,2.8125,199.99,49.99,-0.7840455177424716,1
2024.0,128.0,xiaomi,6.88,lcd,60.0,4.0,2.57,254.42,2340.0,1080.0,5000.0,12.666666666666666,121.96,85.81,-0.6264531892110039,-1
2024.0,128.0,doogee,5.5,lcd,1.6,8.0,1.62,470.0,1440.0,720.0,5000.0,5.428571428571429,199.99,119.99,-0.47607614316953073,1
2024.0,128.0,doogee,6.56,lcd,1.8,4.0,2.57,254.42,1080.0,1920.0,5000.0,0.9756097560975612,149.99,109.99,-0.5200717681085223,1
2013.0,256.0,doogee,6.52,lcd,32.3,20.0,0.91,430.0,1280.0,720.0,4200.0,15.172413793103448,89.99,89.99,-0.6080630179865055,-1
2024.0,128.0,panasonic,2.4,lcd,0.0,1.0,2.57,254.42,1280.0,720.0,3000.0,21.176470588235293,49.99,44.95,-0.8062193127117233,1
2024.0,128.0,xiaomi,6.56,lcd,2.0,2.0,0.78,194.0,1600.0,720.0,5000.0,200.8108108108108,129.0,85.38,-0.6283450010833805,1
2025.0,64.0,hipipooo,2.5,lcd,1.3,2.0,2.57,254.42,854.0,480.0,1000.0,45.88235294117647,199.99,62.0,-0.7312067721907427,1
2024.0,64.0,oukitel,6.52,lcd,1.8,16.0,2.57,254.42,1080.0,2400.0,10600.0,108.6046511627907,239.99,139.99,-0.38808489329154755,1
2024.0,128.0,xiaomi,2.71,lcd,2.0,8.0,8.2,500.0,1920.0,1080.0,5160.0,17.36842105263158,179.9,148.17,-0.35209647209145256,1
2023.0,64.0,zokoe,3.0,lcd,1.3,3.0,1.25,84.0,480.0,854.0,3.0,22.35294117647059,199.99,79.99,-0.652058642925497,1
2024.0,128.0,umidigi,6.75,lcd,2.0,12.0,0.79,189.0,1080.0,2400.0,5000.0,160.5263157894737,149.99,127.49,-0.4430794244652871,1
2025.0,128.0,blackview,6.56,lcd,16.4,4.0,2.57,254.42,1280.0,720.0,5000.0,25.23809523809524,329.99,129.99,-0.4320805182305391,1
2024.0,512.0,xiaomi,6.67,amoled,3.2,12.0,2.57,254.42,1440.0,3200.0,5000.0,2.619047619047619,523.33,398.0,0.7470462257593735,1
2024.0,256.0,oscal,6.78,lcd,2.2,24.0,0.83,198.0,1920.0,1080.0,5000.0,12.61904761904762,199.99,159.99,-0.3000936434135645,1
2024.0,512.0,poco,6.67,amoled,6.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,328.69565217391306,341.0,279.99,0.2278538558543342,1
2024.0,128.0,oscal,6.75,lcd,2.0,8.0,0.87,195.0,1280.0,720.0,5180.0,18.636363636363637,239.99,139.99,-0.38808489329154755,1
2024.0,128.0,cubot,6.75,lcd,1.8,12.0,2.57,254.42,720.0,1600.0,5100.0,15.25,129.99,99.99,-0.564067393047514,1
2024.0,256.0,samsung,6.5,superamoled,3.0,8.0,3.0,197.0,1080.0,2400.0,5000.0,302.27272727272725,149.99,205.87,-0.09824171619347123,1
2024.0,512.0,oneplus,6.74,oled,2.6,16.0,0.8,199.5,1080.0,2400.0,5500.0,53.86363636363636,599.0,499.0,1.1914020376431884,1
2024.0,128.0,vivo,6.68,lcd,14.4,4.0,0.8,390.0,1080.0,2400.0,6000.0,23.72093023255814,189.99,139.0,-0.39244046016050776,1
2024.0,256.0,doogee,6.56,lcd,3.1,20.0,6.0,269.0,1080.0,2400.0,15500.0,3.1818181818181817,289.99,229.99,0.00787573115937642,1
2024.0,256.0,oppo,6.7,amoled,3.0,16.0,2.57,254.42,1536.0,720.0,5910.0,22.32558139534884,1249.0,1249.0,4.491073908067555,-1
2025.0,512.0,doogee,6.6,lcd,2.4,24.0,2.57,254.42,1080.0,2400.0,10800.0,5.7142857142857135,399.99,319.99,0.4038363556103004,1
2024.0,256.0,realme,6.78,oled,3.0,12.0,2.57,254.42,1080.0,2400.0,6500.0,0.4444444444444444,329.99,769.0,2.3792839109959605,1
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,1220.0,2712.0,5100.0,18.09523809523809,199.99,699.0,2.0713145364230194,1
2025.0,256.0,xiaomi,6.67,amoled,2.5,8.0,0.89,210.0,1500.0,720.0,5110.0,2.162162162162162,479.0,330.35,0.4494158230470957,1
2023.0,128.0,vivo,6.56,lcd,22.1,4.0,0.81,186.0,1080.0,2400.0,5000.0,59.76744186046512,129.0,99.0,-0.568422959916474,1
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,57.99,57.99,-0.7488490177912783,1
2024.0,256.0,redmi,6.88,lcd,2.0,8.0,2.57,254.42,720.0,1640.0,5160.0,6.666666666666667,136.99,118.27,-0.4836433906590373,1
2025.0,256.0,nubia,6.85,amoled,4.3,12.0,0.86,228.0,2688.0,1216.0,6150.0,3.142857142857143,879.0,879.0,2.8632357853248673,-1
2024.0,256.0,xiaomi,6.74,amoled,16.4,8.0,2.57,254.42,1080.0,1920.0,5160.0,20.0,159.0,129.9,-0.4324764788549901,1
2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,299.99,16.98,-0.9292750756660828,1
2024.0,256.0,samsung,6.7,amoled,3.0,12.0,3.0,340.0,3808.0,2160.0,5000.0,128.86363636363637,1459.0,884.99,2.8895891646633234,-1
2024.0,128.0,winh,5.0,lcd,2.0,16.0,2.57,254.42,1920.0,1080.0,3000.0,20.571428571428573,55.22,55.22,-0.761035805899379,1
2024.0,128.0,zunate,4.66,lcd,17.4,32.0,2.57,254.42,1080.0,2400.0,2800.0,1.3333333333333333,112.25,112.25,-0.5101287568723102,1
2024.0,128.0,samsung,6.4,superamoled,2.8,8.0,12.0,310.0,1080.0,2400.0,4500.0,23.55555555555556,349.99,349.99,0.5358232304272751,1
2024.0,256.0,motorola,6.6,lcd,16.4,6.0,2.57,254.42,2400.0,1080.0,5000.0,0.9523809523809524,129.0,129.0,-0.4364360850994993,1
2024.0,256.0,oppo,2.63,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.291666666666667,499.99,299.0,0.3114895388633571,1
2023.0,256.0,motorola,6.67,oled,2.9,8.0,0.76,170.0,2400.0,1080.0,5000.0,23.953488372093023,1299.0,198.0,-0.13286627302045761,1
2023.0,256.0,motorola,6.5,lcd,2.2,8.0,0.8,174.0,1080.0,2400.0,5000.0,26.904761904761905,174.99,174.99,-0.23410020600507714,1
2024.0,256.0,oppo,6.7,amoled,2.6,8.0,0.75,177.0,2412.0,1080.0,3600.0,99.04761904761904,199.99,217.59,-0.04667884376497313,1
2024.0,128.0,blackview,6.56,lcd,2.3,18.0,0.82,438.0,1080.0,2400.0,18.0,55.238095238095234,169.99,149.99,-0.34408926835255604,1
2024.0,256.0,oukitel,6.0,lcd,2.8,24.0,1.5,268.0,576.0,1152.0,6300.0,13.18181818181818,199.99,179.99,-0.21210239353558136,1
2024.0,256.0,motorola,0.39,lcd,2.8,12.0,0.8,177.0,1080.0,2400.0,5000.0,120.46511627906978,249.0,181.03,-0.20752684854192627,1
2024.0,128.0,dpofirs,2.5,lcd,1.0,1.0,2.57,254.42,480.0,270.0,3000.0,2.333333333333333,149.99,59.03,-0.7442734727976232,1
2024.0,64.0,umidigi,6.75,lcd,1.6,4.0,0.79,189.0,1920.0,1080.0,5000.0,31.38888888888889,99.99,84.99,-0.6300608304560013,1
2024.0,128.0,hammer h,2.4,lcd,20.7,0.0,7.0,350.0,1080.0,2400.0,3500.0,66.92307692307692,199.99,100.34,-0.5625275461746491,1
2024.0,256.0,realme,6.78,amoled,2.6,12.0,2.57,254.42,1080.0,2400.0,5500.0,108.4090909090909,199.99,606.63,1.6649269488615543,1
2024.0,128.0,pusokei,1.77,led,1.2,16.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,199.99,48.27,-0.7916127652319781,1
2023.0,64.0,ulefone,5.45,lcd,2.2,8.0,2.57,254.42,1080.0,2400.0,4860.0,22.857142857142858,113.99,113.99,-0.5024735181329257,1
2024.0,512.0,8849,6.79,lcd,2.6,12.0,2.57,254.42,1080.0,2400.0,23800.0,1.5909090909090908,559.99,559.99,1.459731354146098,-1
2024.0,128.0,doogee,6.52,lcd,1.8,4.0,2.57,254.42,540.0,1200.0,5000.0,1.794871794871795,79.99,79.99,-0.652058642925497,1
2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,1220.0,2712.0,5000.0,2.619047619047619,321.0,302.0,0.32468822634505456,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,2.57,254.42,2400.0,1080.0,5000.0,3.111111111111111,499.99,319.99,0.4038363556103004,1
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,59.99,56.99,-0.7532485802851775,1
2018.0,128.0,hyrich,5.0,lcd,1.2,1.0,2.57,254.42,1280.0,720.0,3000.0,88.92857142857143,199.99,55.99,-0.7576481427790767,1
2024.0,256.0,samsung,6.67,amoled,3.4,8.0,2.57,254.42,1080.0,2340.0,5000.0,21.666666666666664,10.4,297.0,0.3026904138755588,1
2024.0,256.0,doogee,6.56,lcd,14.1,16.0,0.86,186.0,1080.0,2400.0,5149.0,11.86046511627907,149.99,149.99,-0.34408926835255604,1
2024.0,128.0,google,6.1,amoled,2.5,8.0,0.89,187.0,1080.0,2400.0,4404.0,225.7142857142857,549.0,399.0,0.7514457882532727,1
2025.0,256.0,xiaomi,6.67,amoled,2.5,8.0,0.83,200.0,2560.0,1500.0,6000.0,5.405405405405405,318.0,301.63,0.32306038822231187,1
2024.0,128.0,xiaomi,6.5,lcd,15.5,4.0,0.78,500.0,1080.0,2400.0,5000.0,42.55813953488372,199.99,128.28,-0.4396037700951067,1
2024.0,128.0,samsung,6.5,superamoled,2.4,4.0,2.0,200.0,1920.0,1080.0,5000.0,314.8888888888889,197.27,163.19,-0.2860150434330872,1
2024.0,512.0,doogee,6.6,amoled,3.2,32.0,2.57,254.42,1920.0,1080.0,5000.0,2.619047619047619,329.99,279.99,0.2278538558543342,1
2024.0,64.0,azuiqimeng,1.8,lcd,0.9,32.0,2.57,254.42,128.0,160.0,800.0,7.36842105263158,29.99,29.99,-0.8720367676204547,-1
2024.0,512.0,oneplus,6.82,amoled,3.2,16.0,6.1,500.0,1080.0,2400.0,5000.0,75.77777777777777,1099.0,853.28,2.750079037981781,-1
2024.0,256.0,blackview,6.56,amoled,34.5,16.0,2.57,254.42,1600.0,720.0,18.0,64.14634146341464,199.99,84.99,-0.6300608304560013,-1
2024.0,128.0,oukitel,6.8,lcd,2.2,1.0,0.91,208.0,720.0,1600.0,5150.0,12.608695652173914,199.99,189.99,-0.1681067685965898,1
2024.0,256.0,oppo,6.7,amoled,2.0,8.0,0.77,25.0,1080.0,2400.0,5000.0,17.619047619047617,199.99,195.07,-0.14575699112758217,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,8.0,2.57,254.42,1080.0,2340.0,5000.0,1.1904761904761905,18.01,249.99,0.09586698103735954,1
2024.0,64.0,realme,6.74,lcd,1.8,3.0,4.0,370.0,720.0,1600.0,5000.0,108.33333333333331,149.99,111.56,-0.5131644549931006,1
2023.0,256.0,unihertz,3.0,lcd,2.2,8.0,1.87,116.0,480.0,800.0,2000.0,118.8372093023256,199.99,209.99,-0.08011551871860668,1
2024.0,256.0,xiaomi,6.79,lcd,0.0,8.0,2.57,254.42,1280.0,720.0,33.0,70.46511627906978,199.0,138.0,-0.39684002265440693,1
2022.0,128.0,google,6.3,oled,3.1,8.0,0.87,195.5,1080.0,2400.0,4355.0,33.33333333333333,199.99,219.99,-0.036119893779615136,1
2024.0,512.0,tcl,6.6,amoled,3.1,8.0,2.57,254.42,2460.0,1080.0,5000.0,1.1904761904761905,279.99,237.21,0.039640572365328315,1
2024.0,128.0,oppo,6.56,lcd,2.0,8.0,0.77,186.0,1080.0,2400.0,3600.0,5.9375,115.0,115.0,-0.4980299600140875,1
2024.0,128.0,fossibot,5.45,amoled,2.0,15.0,2.03,340.0,1280.0,720.0,10600.0,7.441860465116279,199.99,179.99,-0.21210239353558136,1
2024.0,256.0,realme,6.67,lcd,2.0,8.0,0.76,300.0,1604.0,720.0,5000.0,1.1111111111111112,138.99,124.99,-0.45407833070003495,1
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,2400.0,1080.0,5000.0,59.77272727272727,199.99,299.99,0.3158451057323173,1
2024.0,256.0,samsung,6.7,amoled,2.7,8.0,0.69,183.0,1080.0,2400.0,5000.0,15.384615384615383,629.99,629.99,1.7677007287190387,1
2024.0,256.0,oukitel,6.6,lcd,2.2,24.0,1.49,360.0,1080.0,2220.0,11000.0,90.88888888888889,325.99,309.99,0.35984073067130884,1
2024.0,128.0,samsung,2.64,lcd,13.9,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,150.14,150.14,-0.34342933397847125,1
2024.0,256.0,xiaomi,6.67,oled,3.1,8.0,2.57,254.42,2340.0,1080.0,18.0,10.0,399.0,257.57,0.12921566474111507,1
2024.0,512.0,doogee,6.58,lcd,2.2,20.0,2.57,254.42,1080.0,2408.0,10800.0,124.76190476190476,319.99,259.99,0.13986260597635108,1
2024.0,64.0,samsung,6.7,amoled,2.4,4.0,2.57,254.42,1080.0,2160.0,5000.0,150.2325581395349,124.84,112.4,-0.5094688224982253,1
2024.0,256.0,nothing,6.7,amoled,3.0,12.0,0.85,190.0,1084.0,2412.0,5000.0,316.3636363636363,429.0,399.0,0.7514457882532727,1
2024.0,128.0,oukitel,6.52,lcd,1.6,4.0,0.9,450.0,1600.0,720.0,4300.0,66.59090909090908,99.99,79.99,-0.652058642925497,1
2024.0,256.0,xiaomi,6.67,amoled,2.4,12.0,2.57,254.42,1080.0,2400.0,5000.0,70.22727272727272,199.99,399.0,0.7514457882532727,1
2024.0,64.0,samsung,7.7,lcd,15.5,4.0,3.0,195.0,1080.0,2400.0,5000.0,46.74418604651163,127.57,127.57,-0.44272745946577513,1
2024.0,64.0,blackview,6.1,lcd,2.3,12.0,2.57,254.42,720.0,1560.0,6580.0,82.14285714285714,199.99,123.99,-0.4584778931939341,1
2024.0,256.0,oukitel,6.52,hd,1.6,24.0,2.57,254.42,1080.0,2400.0,10600.0,149.77272727272725,199.99,149.99,-0.34408926835255604,1
2024.0,256.0,motorola,6.55,amoled,0.0,12.0,2.57,254.42,2640.0,1080.0,5000.0,1.1904761904761905,399.0,230.0,0.007919726784315372,1
2024.0,128.0,spc,5.0,lcd,1.2,32.0,1.9,108.0,320.0,240.0,800.0,15.5,48.99,48.99,-0.7884450802363707,-1
2022.0,128.0,oukitel,6.52,lcd,2.9,8.0,1.59,610.0,1080.0,2400.0,10000.0,4.722222222222222,199.0,199.0,-0.12846671052655845,1
2025.0,128.0,oukitel,6.52,lcd,32.3,16.0,2.57,254.42,576.0,1280.0,4300.0,67.67441860465117,119.99,89.99,-0.6080630179865055,1
2018.0,128.0,oneplus,6.7,lcd,2.8,8.0,0.87,197.0,3168.0,1440.0,4500.0,1019.7674418604652,860.81,860.81,2.7832077435608413,-1
2024.0,512.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,3200.0,1440.0,5000.0,122.72727272727272,629.9,399.99,0.7558013551222329,1
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,0.79,500.0,2400.0,1080.0,5000.0,106.9047619047619,199.99,199.99,-0.12411114365759825,1
2024.0,256.0,doogee,6.58,lcd,1.6,8.0,1.1,450.0,1080.0,2340.0,5150.0,21.16279069767442,199.99,239.99,0.051871356098367974,1
2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,69.9,59.99,-0.74004989280348,1
2024.0,128.0,oukitel,6.8,lcd,2.2,24.0,2.57,254.42,1824.0,3996.0,5150.0,68.09523809523809,199.99,189.99,-0.1681067685965898,1
2024.0,64.0,volfen,2.8,led,1.3,32.0,8.21,368.0,320.0,240.0,800.0,0.8888888888888888,29.99,29.99,-0.8720367676204547,-1
2024.0,128.0,xiaomi,6.71,lcd,2.2,4.0,2.57,254.42,1650.0,720.0,5000.0,13.076923076923077,94.0,86.0,-0.625617272337163,1
2023.0,128.0,ulefone,6.52,lcd,5.0,10.0,1.35,770.0,1920.0,1080.0,6300.0,27.38095238095238,169.99,149.99,-0.34408926835255604,1
2024.0,128.0,xiaomi,6.79,lcd,0.0,6.0,3.7,380.0,2220.0,1080.0,33.0,32.55813953488372,199.99,149.99,-0.34408926835255604,1
2024.0,128.0,blackview,4.3,lcd,2.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,169.99,169.99,-0.2560980184745729,1
2024.0,128.0,oppo,6.7,oled,2.0,6.0,0.8,192.0,1920.0,1080.0,5000.0,66.44444444444444,199.99,169.0,-0.26045358534353313,1
2023.0,256.0,oneplus,6.7,amoled,2.4,8.0,2.57,254.42,1080.0,2400.0,2500.0,11.25,199.99,324.97,0.4257461768299183,1
2024.0,256.0,xiaomi,0.39,amoled,3.1,8.0,6.0,190.0,1080.0,2400.0,5000.0,147.04545454545453,499.99,229.99,0.00787573115937642,1
2024.0,256.0,samsung,6.7,lcd,2.6,12.0,2.57,254.42,3840.0,2160.0,5000.0,167.5,549.0,1459.0,5.414982031786377,-1
2021.0,128.0,samsung,6.4,amoled,2.5,6.0,0.79,177.0,2340.0,1080.0,4500.0,103.11111111111111,13.99,368.5,0.6172591321893484,1
2024.0,128.0,oukitel,2.36,lcd,1.6,12.0,1.54,600.0,720.0,1440.0,6300.0,279.5238095238095,145.99,118.99,-0.4804757056634299,-1
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,0.79,500.0,1080.0,2400.0,5000.0,54.99999999999999,199.99,189.0,-0.17246233546555,1
2024.0,128.0,realme,6.72,lcd,2.8,6.0,0.76,500.0,1080.0,2400.0,5000.0,121.59090909090908,199.99,119.42,-0.47858389379105326,1
2024.0,128.0,ciciglow,2.5,lcd,25.8,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.8,94.68,94.68,-0.5874290698901183,1
2024.0,128.0,qrzrq,5.0,lcd,1.3,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428573,59.99,57.99,-0.7488490177912783,1
2024.0,128.0,motorola,6.5,lcd,14.3,4.0,2.57,254.42,1600.0,900.0,5000.0,0.9523809523809524,140.26,140.26,-0.3868970114181949,1
2024.0,256.0,xiaomi,6.67,amoled,2.2,8.0,2.57,254.42,2400.0,1080.0,5000.0,210.0,229.9,229.9,0.007479770534925481,1
2024.0,256.0,realme,6.7,amoled,3.1,8.0,2.57,254.42,1600.0,900.0,5000.0,1.1904761904761905,10.0,249.0,0.09151141416839932,1
2024.0,128.0,realme,6.4,amoled,2.2,6.0,2.57,254.42,1440.0,720.0,5000.0,1.1904761904761905,233.32,233.32,0.022526274264060536,1
2024.0,256.0,doogee,6.58,amoled,2.8,8.0,1.79,630.0,1920.0,1080.0,10800.0,11.555555555555555,189.99,179.99,-0.21210239353558136,1
2024.0,128.0,suaat,10.0,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,5000.0,4.634146341463415,115.99,89.66,-0.6095148736094921,1
2024.0,128.0,ulefone,6.56,lcd,4.3,6.0,0.87,490.0,1280.0,720.0,5000.0,22.75,89.99,79.99,-0.652058642925497,1
2024.0,64.0,zte,5.0,lcd,0.0,2.0,8.5,200.0,1280.0,720.0,5000.0,1.3888888888888888,199.99,69.0,-0.7004098347334486,1
2024.0,64.0,ulefone,6.1,lcd,2.0,3.0,2.57,254.42,720.0,1560.0,5000.0,4.634146341463415,146.99,99.99,-0.564067393047514,1
2024.0,128.0,ulefone,6.52,amoled,1.6,4.0,0.87,184.0,1280.0,720.0,4400.0,52.0,199.99,139.99,-0.38808489329154755,1
2023.0,1000.0,cubot,6.58,lcd,2.2,24.0,1.77,390.0,1920.0,1080.0,10600.0,85.5,199.99,229.99,0.00787573115937642,-1
2024.0,512.0,xiaomi,6.67,amoled,0.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,2.058823529411765,429.0,429.0,0.8834326630702474,1
2024.0,128.0,doogee,5.5,lcd,1.6,8.0,1.6,262.0,1280.0,720.0,6300.0,50.75,159.99,116.0,-0.49363039752018834,1
2022.0,256.0,blackview,6.7,amoled,2.2,12.0,2.28,516.0,1080.0,1920.0,15080.0,14.35897435897436,199.99,349.99,0.5358232304272751,1
2024.0,256.0,blackview,6.67,amoled,2.0,24.0,0.87,200.0,1080.0,2400.0,5000.0,1.0,329.99,239.99,0.051871356098367974,1
2024.0,128.0,nokia,2.4,lcd,17.8,32.0,1.1,87.0,320.0,240.0,5000.0,1.0638297872340423,199.99,110.33,-0.5185759168605966,-1
2024.0,64.0,oukitel,6.6,lcd,21.8,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181817,199.99,99.99,-0.564067393047514,1
2024.0,128.0,samsung,6.6,amoled,2.4,6.0,0.9,222.0,1080.0,2340.0,6000.0,399.75609756097566,230.51,209.5,-0.08227130434061732,1
2024.0,128.0,motorola,6.6,lcd,2.0,8.0,0.8,380.0,2400.0,1080.0,5000.0,3.414634146341464,199.99,126.99,-0.44527920571223667,1
2024.0,256.0,samsung,6.67,amoled,2.9,8.0,2.57,254.42,1080.0,2400.0,5000.0,101.5217391304348,199.99,681.49,1.9942781971548453,1
2023.0,128.0,oukitel,6.56,lcd,17.9,12.0,0.92,199.0,720.0,1600.0,5150.0,442.1951219512196,119.99,109.99,-0.5200717681085223,1
2024.0,256.0,samsung,6.2,amoled,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,19.069767441860467,969.0,799.0,2.511270785812935,1
2024.0,2048.0,ulefone,6.78,lcd,14.1,12.0,0.88,350.0,1080.0,2400.0,5000.0,3.75,149.99,149.99,-0.34408926835255604,1
2024.0,256.0,doogee,6.56,lcd,1.6,20.0,2.57,254.42,720.0,1612.0,5000.0,1.1904761904761905,279.99,199.99,-0.12411114365759825,1
2024.0,256.0,oscal,6.67,amoled,1.8,18.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,229.99,229.99,0.00787573115937642,1
2024.0,256.0,samsung,6.5,lcd,2.0,8.0,2.0,200.0,1600.0,720.0,5000.0,216.13636363636363,182.07,169.99,-0.2560980184745729,1
2024.0,128.0,blackview,6.75,lcd,2.0,16.0,2.57,254.42,1080.0,2400.0,18.0,18.57142857142857,199.99,119.99,-0.47607614316953073,1
2024.0,128.0,xiaomi,6.88,lcd,8.0,8.0,2.57,254.42,1640.0,720.0,5160.0,4.468085106382978,155.0,139.99,-0.38808489329154755,1
