ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual
2024.0,512.0,asus,6.78,amoled,3.2,16.0,0.91,225.0,2400.0,1080.0,5500.0,28.5,1229.99,976.6
2024.0,512.0,xiaomi,6.67,amoled,2.9,12.0,6.0,520.0,1080.0,2400.0,5000.0,17.857142857142858,313.61,191.0
2024.0,512.0,xiaomi,6.67,amoled,2.8,12.0,2.57,254.42,1080.0,2400.0,5000.0,465.7142857142857,499.0,478.67
2024.0,512.0,xiaomi,6.67,amoled,3.2,12.0,2.57,254.42,1440.0,3200.0,5000.0,2.619047619047619,523.33,398.0
2024.0,512.0,poco,6.67,amoled,6.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,328.69565217391306,341.0,279.99
2024.0,512.0,oneplus,6.74,oled,2.6,16.0,0.8,199.5,1080.0,2400.0,5500.0,53.86363636363636,599.0,499.0
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,1220.0,2712.0,5100.0,18.09523809523809,199.99,699.0
2024.0,512.0,8849,6.79,lcd,2.6,12.0,2.57,254.42,1080.0,2400.0,23800.0,1.5909090909090908,559.99,559.99
2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,1220.0,2712.0,5000.0,2.619047619047619,321.0,302.0
2024.0,512.0,doogee,6.6,amoled,3.2,32.0,2.57,254.42,1920.0,1080.0,5000.0,2.619047619047619,329.99,279.99
2024.0,512.0,oneplus,6.82,amoled,3.2,16.0,6.1,500.0,1080.0,2400.0,5000.0,75.77777777777777,1099.0,853.28
2024.0,512.0,tcl,6.6,amoled,3.1,8.0,2.57,254.42,2460.0,1080.0,5000.0,1.1904761904761905,279.99,237.21
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,2400.0,1080.0,5000.0,59.77272727272727,199.99,299.99
2024.0,512.0,doogee,6.58,lcd,2.2,20.0,2.57,254.42,1080.0,2408.0,10800.0,124.76190476190476,319.99,259.99
2024.0,512.0,xiaomi,6.67,amoled,2.5,12.0,2.57,254.42,3200.0,1440.0,5000.0,122.72727272727272,629.9,399.99
2024.0,512.0,xiaomi,6.67,amoled,0.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,2.058823529411765,429.0,429.0
2024.0,2048.0,ulefone,6.78,lcd,14.1,12.0,0.88,350.0,1080.0,2400.0,5000.0,3.75,149.99,149.99
2024.0,512.0,doogee,6.6,amoled,3.2,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.619047619047619,279.99,279.99
2024.0,1024.0,samsung,6.7,lcd,3.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,182.72727272727272,1819.0,1819.0
2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,2712.0,1220.0,5000.0,0.4761904761904761,899.0,629.99
2024.0,512.0,xiaomi,6.43,amoled,2.0,8.0,2.57,254.42,2400.0,1080.0,1500.0,153.63636363636363,142.0,142.0
2024.0,800.0,spc,1.8,led,0.0,32.0,1.4,74.0,1080.0,2400.0,800.0,64.61538461538461,21.9,18.98
2024.0,512.0,cubot,6.58,lcd,2.4,24.0,2.57,254.42,1080.0,2408.0,10600.0,14.318181818181817,199.99,319.99
2024.0,512.0,doogee,6.78,lcd,2.6,36.0,1.63,383.0,1080.0,2160.0,8680.0,7.659574468085106,199.99,499.99
2024.0,512.0,jcb,2.8,lcd,1.3,4.0,2.57,254.42,1080.0,2400.0,5000.0,1.2195121951219514,119.99,119.99
2024.0,512.0,realme,6.67,lcd,2.6,12.0,2.57,254.42,1080.0,2400.0,5000.0,0.6,270.33,259.0
2024.0,512.0,samsung,6.7,lcd,2.8,12.0,2.57,254.42,1080.0,2400.0,4900.0,0.6,149.99,1279.0
2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,1080.0,2400.0,5100.0,59.06976744186047,442.51,299.98
2024.0,512.0,asus,6.78,lcd,4.3,16.0,0.89,228.0,2400.0,1080.0,5800.0,1.3043478260869563,1299.99,1299.99
2024.0,512.0,xiaomi,6.67,amoled,2.3,12.0,2.57,254.42,1080.0,2400.0,5000.0,1561.904761904762,318.0,307.68
2024.0,512.0,poco,6.67,amoled,3.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,125.81395348837208,342.0,296.73
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,2400.0,1080.0,5000.0,106.9047619047619,199.99,197.1
2024.0,512.0,xiaomi,6.67,amoled,2.8,12.0,2.57,254.42,1440.0,2560.0,5000.0,136.8181818181818,499.99,547.8
2024.0,512.0,xiaomi,6.67,amoled,3.0,12.0,2.57,254.42,1560.0,1440.0,5000.0,177.27272727272725,499.99,304.99
2024.0,512.0,samsung,6.7,amoled,3.0,12.0,2.57,254.42,1080.0,2400.0,4000.0,8.666666666666666,1329.0,1149.0
2024.0,512.0,samsung,6.7,lcd,3.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,5.121951219512195,1579.0,1579.0
2024.0,512.0,samsung,6.7,lcd,3.0,12.0,2.57,254.42,2340.0,1080.0,5000.0,167.5,1579.0,1579.0
2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,1080.0,2400.0,5000.0,465.7142857142857,399.0,358.92
2024.0,512.0,doogee,6.58,lcd,2.2,32.0,0.18,790.0,1080.0,2400.0,22000.0,4.489795918367347,589.99,469.98
2024.0,512.0,oneplus,6.82,amoled,3.2,16.0,6.1,500.0,2560.0,1440.0,5000.0,75.77777777777777,1099.0,899.0
2024.0,512.0,zunate,5.45,lcd,1.4,4.0,1.0,339.0,1080.0,2400.0,3000.0,6.4,61.99,61.99
2024.0,160.0,inmarsat,2.0,lcd,2.9,2.0,10.16,318.0,240.0,320.0,160.0,0.8,199.99,933.0
2024.0,64.0,ukuu,1.8,lcd,0.9,32.0,2.57,254.42,240.0,320.0,800.0,1082.8947368421052,29.99,29.99
2024.0,64.0,iniu,1.8,lcd,0.0,32.0,1.27,198.0,1080.0,2400.0,800.0,13566.956521739132,26.99,17.99
2024.0,64.0,panasonic,1.8,lcd,0.8,32.0,6.3,82.0,1080.0,2400.0,3600.0,312.10526315789474,29.9,28.99
2024.0,64.0,panasonic,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,1.0526315789473684,39.9,25.99
2024.0,128.0,zte,5.0,lcd,0.5,32.0,1.0,250.0,1080.0,2400.0,800.0,40.909090909090914,42.0,38.4
2024.0,128.0,zte,5.0,lcd,1.3,1.0,11.13,143.0,1080.0,2400.0,3600.0,41.03448275862069,199.99,38.45
2024.0,64.0,oakcastle,1.77,lcd,0.0,32.0,1.2,70.0,1080.0,2400.0,600.0,1534.1666666666667,199.99,19.95
2024.0,128.0,spc,2.8,lcd,0.0,1.0,1.9,108.0,320.0,240.0,800.0,45.0,199.99,49.99
2024.0,128.0,panasonic,2.4,lcd,1.2,1.0,2.3,110.0,320.0,240.0,500.0,112.6829268292683,69.9,53.43
2024.0,128.0,sveon,2.4,lcd,0.9,12.0,2.57,254.42,3840.0,2160.0,800.0,4.4,199.99,33.5
2024.0,64.0,garsent,1.77,lcd,0.8,8.0,7.0,120.0,1080.0,2400.0,800.0,2.3076923076923075,27.71,27.71
2024.0,128.0,apple,5.4,amoled,3.1,4.0,2.83,229.0,2340.0,1080.0,4.0,1874.2857142857144,255.0,255.0
2024.0,128.0,apple,5.4,oled,3.1,4.0,0.74,135.0,1080.0,2400.0,5000.0,1874.2857142857144,499.99,245.0
2024.0,128.0,apple,5.4,oled,3.1,4.0,0.74,135.0,2340.0,1080.0,5000.0,1874.2857142857144,499.99,245.0
2024.0,256.0,apple,5.4,oled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1874.2857142857144,499.99,248.0
2024.0,128.0,realme,11.02,lcd,13.8,6.0,11.42,400.0,1080.0,2400.0,5000.0,58.33333333333333,199.99,151.95
2024.0,128.0,blackview,4.3,lcd,2.0,12.0,2.57,254.42,1080.0,2400.0,3700.0,10.0,199.99,149.99
2024.0,128.0,jtqtj,5.0,lcd,2.1,1.0,2.57,254.42,1280.0,720.0,3000.0,78.33333333333333,499.99,56.99
2024.0,64.0,xiaomi,5.0,lcd,4.7,3.0,2.57,254.42,1080.0,2400.0,5000.0,19.77272727272727,94.27,76.0
2024.0,128.0,luqeeg,4.66,lcd,1.1,1.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,199.99,44.4
2024.0,128.0,jectse,1.8,lcd,0.6,32.0,2.57,254.42,1080.0,2400.0,800.0,0.4347826086956522,34.83,34.83
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,65.66666666666667,199.99,55.99
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428573,59.99,56.99
2024.0,64.0,energizer,1.57,lcd,0.0,1.0,1.4,170.0,1280.0,720.0,1000.0,314.1463414634147,199.99,19.99
2024.0,128.0,bewinner,2.5,lcd,26.5,1.0,2.57,254.42,1080.0,2400.0,5000.0,2.962962962962963,92.42,92.42
2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,92.66,22.98
2024.0,128.0,fossibot,5.45,lcd,14.4,7.0,2.57,254.42,720.0,1440.0,10600.0,63.0,199.99,139.99
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,59.99,56.99
2024.0,64.0,leyt,5.0,lcd,2.1,32.0,2.57,254.42,1080.0,2400.0,3500.0,19.45945945945946,64.23,64.23
2024.0,128.0,panasonic,5.0,lcd,1.2,1.0,60.0,290.0,400.0,240.0,1.0,29.72972972972973,569.99,52.7
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,59.99,57.99
2024.0,256.0,oppo,2.63,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.0416666666666667,499.99,209.0
2024.0,128.0,wrtogo,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,54.85714285714285,199.99,56.99
2024.0,128.0,qrzrq,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,2900.0,81.875,199.99,52.99
2024.0,128.0,cuifati,2.5,lcd,1.2,16.0,2.57,254.42,320.0,240.0,1000.0,1.3333333333333333,199.99,48.42
2024.0,128.0,luqeeg,5.0,lcd,2.1,32.0,2.57,254.42,1080.0,2400.0,2200.0,20.571428571428573,56.56,56.56
2024.0,128.0,bewinner,2.5,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,5000.0,3.333333333333333,499.99,112.78
2024.0,64.0,samsung,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,1.0,14.25,19.99,19.99
2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,320.0,240.0,1600.0,3.91304347826087,69.9,59.99
2024.0,128.0,oukitel,2.36,lcd,2.0,4.0,1.54,580.0,720.0,1440.0,6300.0,279.5238095238095,146.99,118.99
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,199.99,57.99
2024.0,128.0,hyrich,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,88.92857142857143,199.99,55.99
2024.0,128.0,tbest,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,199.99,62.81
2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.98,55.99
2024.0,128.0,ukuu,1.8,lcd,0.9,32.0,2.57,254.42,1080.0,2400.0,1800.0,11.62162162162162,39.99,33.99
2024.0,128.0,samsung,2.64,lcd,2.8,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,199.0,179.0
2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.99,56.99
2024.0,128.0,apple,5.4,oled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1874.2857142857144,499.99,259.0
2024.0,64.0,fockety,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.35897435897436,54.98,20.68
2024.0,64.0,akozon,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,62.87,62.87
2024.0,128.0,joyzap,3.0,lcd,1.3,2.0,1.26,137.0,360.0,640.0,900.0,2.8125,199.99,49.99
2024.0,128.0,panasonic,2.4,lcd,0.0,1.0,2.57,254.42,1280.0,720.0,3000.0,21.176470588235293,49.99,44.95
2024.0,128.0,xiaomi,2.71,lcd,2.0,8.0,8.2,500.0,1920.0,1080.0,5160.0,17.36842105263158,179.9,148.17
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,57.99,57.99
2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,299.99,16.98
2024.0,128.0,winh,5.0,lcd,2.0,16.0,2.57,254.42,1920.0,1080.0,3000.0,20.571428571428573,55.22,55.22
2024.0,128.0,zunate,4.66,lcd,17.4,32.0,2.57,254.42,1080.0,2400.0,2800.0,1.3333333333333333,112.25,112.25
2024.0,256.0,oppo,2.63,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.291666666666667,499.99,299.0
2024.0,256.0,motorola,0.39,lcd,2.8,12.0,0.8,177.0,1080.0,2400.0,5000.0,120.46511627906978,249.0,181.03
2024.0,64.0,ivanky,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,27.045454545454543,59.99,25.99
2024.0,128.0,dpofirs,2.5,lcd,1.0,1.0,2.57,254.42,480.0,270.0,3000.0,2.333333333333333,149.99,59.03
2024.0,128.0,hammer h,2.4,lcd,20.7,0.0,7.0,350.0,1080.0,2400.0,3500.0,66.92307692307692,199.99,100.34
2024.0,128.0,pusokei,1.77,led,1.2,16.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,199.99,48.27
2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,59.99,56.99
2024.0,64.0,azuiqimeng,1.8,lcd,0.9,32.0,2.57,254.42,128.0,160.0,800.0,7.36842105263158,29.99,29.99
2024.0,128.0,fossibot,5.45,amoled,2.0,15.0,2.03,340.0,1280.0,720.0,10600.0,7.441860465116279,199.99,179.99
2024.0,128.0,samsung,2.64,lcd,13.9,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,150.14,150.14
2024.0,128.0,hyrich,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,1.0,149.99,57.99
2024.0,64.0,samsung,7.7,lcd,15.5,4.0,3.0,195.0,1080.0,2400.0,5000.0,46.74418604651163,127.57,127.57
2024.0,128.0,spc,5.0,lcd,1.2,32.0,1.9,108.0,320.0,240.0,800.0,15.5,48.99,48.99
2024.0,128.0,elprico,4.66,lcd,1.3,8.0,2.57,254.42,1080.0,2400.0,3000.0,2.0,57.97,57.97
2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,69.9,59.99
2024.0,64.0,volfen,2.8,led,1.3,32.0,8.21,368.0,320.0,240.0,800.0,0.8888888888888888,29.99,29.99
2024.0,128.0,blackview,4.3,lcd,2.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,169.99,169.99
2024.0,256.0,xiaomi,0.39,amoled,3.1,8.0,6.0,190.0,1080.0,2400.0,5000.0,147.04545454545453,499.99,229.99
2024.0,64.0,ttfone,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,1.0526315789473684,99.99,25.99
2024.0,128.0,oukitel,2.36,lcd,1.6,12.0,1.54,600.0,720.0,1440.0,6300.0,279.5238095238095,145.99,118.99
2024.0,128.0,ciciglow,2.5,lcd,25.8,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.8,94.68,94.68
2024.0,128.0,qrzrq,5.0,lcd,1.3,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428573,59.99,57.99
2024.0,128.0,suaat,10.0,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,5000.0,4.634146341463415,115.99,89.66
2024.0,64.0,zte,5.0,lcd,0.0,2.0,8.5,200.0,1280.0,720.0,5000.0,1.3888888888888888,199.99,69.0
2024.0,128.0,nokia,2.4,lcd,17.8,32.0,1.1,87.0,320.0,240.0,5000.0,1.0638297872340423,199.99,110.33
2024.0,128.0,ciciglow,4.66,lcd,1.1,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,44.32,44.32
2024.0,64.0,ulefone,5.45,lcd,2.2,12.0,1.3,300.0,720.0,1440.0,6320.0,63.5,169.99,149.99
2024.0,128.0,panasonic,2.4,led,0.0,1.0,1.18,102.0,1280.0,720.0,1400.0,229.7368421052632,49.99,44.95
2024.0,128.0,oneplus,0.39,lcd,2.2,8.0,28.0,195.0,1080.0,2400.0,5000.0,145.11111111111111,9.0,189.0
2024.0,128.0,tcl,2.4,lcd,32.3,4.0,28.0,143.0,1080.0,2400.0,5000.0,3.513513513513513,89.99,89.99
2024.0,128.0,ciciglow,4.66,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,2200.0,21.176470588235293,49.38,49.38
2024.0,64.0,trevi,1.77,lcd,0.8,1.0,1.35,240.0,1080.0,2400.0,1400.0,2.25,29.9,28.5
2024.0,128.0,goshyda,5.45,hd,1.3,1.0,2.57,254.42,460.0,960.0,2200.0,1.3888888888888888,159.99,123.38
2024.0,128.0,elprico,5.45,lcd,1.2,32.0,2.57,254.42,1080.0,2400.0,3000.0,2.142857142857143,56.99,56.99
2024.0,128.0,ciciglow,5.0,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,49.43,49.43
2024.0,128.0,oukitel,2.36,lcd,1.6,12.0,1.54,590.0,1440.0,720.0,6300.0,279.5238095238095,149.99,118.99
2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,56.99,56.99
2024.0,128.0,zunate,4.66,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,2800.0,20.0,59.4,59.4
2024.0,128.0,mcmgc,5.0,lcd,2.1,1.0,2.57,254.42,720.0,1280.0,3000.0,42.85714285714286,199.99,58.34
2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,50.96774193548387,59.99,57.99
2024.0,128.0,tcl,3.2,lcd,0.0,1.0,2.57,254.42,1280.0,720.0,3000.0,16.25,49.99,46.99
2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,1080.0,2400.0,1600.0,1.6666666666666663,69.9,59.99
2024.0,128.0,hammer h,2.4,lcd,4.2,4.0,2.57,254.42,1080.0,2400.0,1200.0,23.88888888888889,89.0,79.93
2024.0,128.0,jtqtj,5.0,lcd,2.1,1.0,2.57,254.42,1280.0,720.0,3000.0,6.111111111111111,199.99,57.99
2024.0,128.0,lazmin112,3.0,lcd,22.1,2.0,2.57,254.42,480.0,320.0,5000.0,0.4444444444444444,199.99,99.11
2024.0,128.0,qubo,2.4,lcd,1.2,32.0,2.57,254.42,240.0,320.0,3000.0,135.609756097561,499.99,50.0
2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,720.0,1280.0,3000.0,50.96774193548387,59.99,57.99
2024.0,64.0,alcatel,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,39.76190476190476,18.88,18.88
2024.0,128.0,jectse,1.8,lcd,0.6,16.0,2.57,254.42,1080.0,2400.0,2400.0,0.5405405405405405,35.06,35.06
2024.0,64.0,ulefone,5.45,led,2.0,4.0,1.46,256.0,720.0,1440.0,5000.0,44.14634146341464,159.99,159.99
2024.0,64.0,xiaomi,5.0,lcd,2.2,3.0,2.57,254.42,1920.0,1080.0,3600.0,62.61904761904761,76.93,74.7
2024.0,128.0,xiaomi,40.55,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,217.66,169.0
2024.0,128.0,qrzrq,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,25.0,59.99,57.99
2024.0,128.0,heepdd,5.0,lcd,4.2,4.0,2.57,254.42,1080.0,2400.0,5000.0,1.794871794871795,79.55,79.55
2024.0,128.0,suaat,10.0,amoled,3.4,20.0,0.8,480.0,1280.0,800.0,5000.0,0.8823529411764706,299.99,299.99
2024.0,128.0,fossibot,5.45,lcd,2.0,15.0,2.03,610.0,720.0,1440.0,10600.0,61.53846153846154,199.99,159.99
2024.0,128.0,tonysa,3.0,lcd,33.6,2.0,2.57,254.42,1080.0,2400.0,5000.0,3.902439024390244,199.99,87.69
2024.0,128.0,zte,5.0,lcd,2.6,2.0,4.5,138.0,720.0,1280.0,2000.0,3.902439024390244,239.99,69.99
2024.0,128.0,zokoe,3.0,lcd,1.2,16.0,1.05,68.0,1080.0,2400.0,900.0,74.375,59.99,55.99
2024.0,128.0,sorandy,5.45,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,2200.0,2.0,199.99,44.68
2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,399.0,57.99
2024.0,64.0,icreation,1.77,lcd,0.0,32.0,1.39,73.0,160.0,128.0,800.0,18.857142857142858,549.0,19.9
2024.0,128.0,energizer,2.8,lcd,1.3,4.0,1.9,128.0,1080.0,2400.0,3000.0,37.05882352941177,57.78,57.78
2024.0,128.0,pthtechus,1.8,lcd,0.9,1.0,1.0,140.0,1080.0,2400.0,400.0,40.256410256410255,42.0,33.15
2024.0,128.0,cuifati,4.5,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,54.14,54.14
2024.0,64.0,bewinner,3.0,lcd,1.5,16.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,64.82,64.82
2024.0,64.0,cocomm,1.8,lcd,0.0,32.0,8.1,180.0,1080.0,2400.0,800.0,4.35897435897436,54.98,21.24
2024.0,256.0,apple,5.4,oled,2.5,8.0,2.57,254.42,1080.0,2400.0,2227.0,258.75,549.0,335.0
2024.0,256.0,spc,1.77,lcd,1.0,32.0,2.57,254.42,128.0,160.0,1150.0,0.6,34.9,34.9
2024.0,128.0,elprico,5.0,lcd,1.2,8.0,2.57,254.42,1080.0,2400.0,2800.0,21.176470588235293,48.1,48.1
2024.0,64.0,pusokei,1.77,lcd,1.4,16.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,499.99,63.54
2024.0,128.0,ciciglow,5.0,lcd,2.1,1.0,2.57,254.42,854.0,480.0,2200.0,20.571428571428573,199.99,57.99
2024.0,128.0,suaat,10.0,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,5000.0,95.86956521739133,115.99,89.66
2024.0,128.0,vivo,6.56,lcd,17.2,4.0,0.84,185.0,1080.0,2400.0,5000.0,0.9756097560975612,112.95,112.95
2024.0,128.0,vivo,6.56,lcd,16.3,4.0,0.84,185.0,1080.0,2400.0,5000.0,1.2195121951219514,379.99,119.0
2024.0,128.0,cocomm,6.56,lcd,32.3,4.0,2.0,200.0,1080.0,2400.0,5000.0,1.794871794871795,89.99,89.99
2024.0,128.0,xiaomi,6.74,lcd,19.3,6.0,2.57,254.42,1440.0,720.0,5000.0,188.0,136.24,106.97
2024.0,256.0,xiaomi,6.67,amoled,0.0,8.0,0.8,188.0,1920.0,1080.0,5000.0,1033.658536585366,249.0,159.95
2024.0,128.0,samsung,6.56,amoled,15.5,4.0,2.57,254.42,1440.0,720.0,5000.0,17.5609756097561,199.99,127.9
2024.0,64.0,xiaomi,6.0,lcd,32.3,4.0,0.8,500.0,1080.0,2400.0,5000.0,58.83720930232558,109.1,89.9
2024.0,128.0,motorola,6.5,lcd,34.5,4.0,0.8,175.0,1080.0,2400.0,5000.0,173.57142857142856,549.0,85.65
2024.0,128.0,blackview,6.52,lcd,33.2,8.0,2.57,254.42,1080.0,2400.0,5180.0,62.32558139534884,88.99,88.99
2024.0,256.0,xiaomi,6.88,lcd,15.5,8.0,2.57,254.42,1640.0,720.0,5160.0,0.9090909090909092,143.0,128.07
2024.0,64.0,fossibot,6.74,lcd,2000.0,12.0,2.57,254.42,1080.0,2400.0,10300.0,39.285714285714285,139.99,109.99
2024.0,128.0,samsung,6.7,lcd,15.7,4.0,0.88,195.0,1080.0,2400.0,5000.0,55.68181818181818,138.88,134.9
2024.0,256.0,xiaomi,6.74,lcd,15.0,8.0,0.81,192.0,1080.0,2400.0,5000.0,41.90476190476191,199.99,144.27
2024.0,64.0,oukitel,6.6,lcd,21.8,8.0,2.57,254.42,720.0,1600.0,4300.0,31.818181818181817,239.99,99.99
2024.0,64.0,doogee,5.5,lcd,17.9,8.0,2.57,254.42,1080.0,2400.0,6300.0,0.8,199.99,109.99
2024.0,128.0,doogee,6.56,lcd,32.3,20.0,2.57,254.42,720.0,1600.0,5000.0,4.634146341463415,159.99,89.99
2024.0,128.0,zte,6.56,lcd,22.5,4.0,11.42,500.0,720.0,1600.0,5000.0,4.634146341463415,1.22,98.68
2024.0,256.0,ulefone,6.75,lcd,16.3,8.0,0.91,320.0,1560.0,720.0,11.0,9.25,139.99,118.99
2024.0,128.0,xiaomi,6.88,amoled,0.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.978723404255319,129.0,119.0
2024.0,256.0,xiaomi,6.67,amoled,12.3,8.0,1.27,174.5,1080.0,2340.0,5000.0,175.12820512820514,181.52,154.98
2024.0,256.0,oppo,6.7,lcd,8.0,8.0,0.77,186.0,1604.0,720.0,5100.0,66.22222222222223,179.0,169.0
2024.0,256.0,doogee,6.56,oled,14.1,16.0,1.07,240.0,1080.0,2400.0,5150.0,20.909090909090907,199.99,149.99
